Time,Conductivity (mS),Temperature (C)
0,0,0
0,0,0
11:15:40,2.5,20.6
0,0,0
0,0,0
11:15:42,2.5,20.6
0,0,0
0,0,0
11:15:44,2.5,20.6
0,0,0
0,0,0
11:15:46,2.5,20.6
0,0,0
0,0,0
11:15:48,2.5,20.6
0,0,0
0,0,0
11:15:50,2.5,20.6
0,0,0
0,0,0
11:15:52,2.5,20.6
0,0,0
0,0,0
11:15:54,2.5,20.6
0,0,0
0,0,0
11:15:56,2.5,20.6
0,0,0
0,0,0
11:15:58,2.5,20.6
0,0,0
0,0,0
11:16:00,2.5,20.6
0,0,0
0,0,0
11:16:02,2.5,20.6
0,0,0
0,0,0
11:16:04,2.5,20.6
0,0,0
0,0,0
11:16:06,2.5,20.6
0,0,0
0,0,0
11:16:08,2.5,20.6
0,0,0
0,0,0
11:16:10,2.5,20.6
0,0,0
0,0,0
11:16:12,2.5,20.6
0,0,0
0,0,0
11:16:14,2.5,20.6
0,0,0
0,0,0
11:16:16,2.5,20.6
0,0,0
0,0,0
11:16:18,2.5,20.6
0,0,0
0,0,0
11:16:20,2.5,20.6
0,0,0
0,0,0
11:16:22,2.5,20.6
0,0,0
0,0,0
11:16:24,2.5,20.6
0,0,0
0,0,0
11:16:26,0,20.6
0,0,0
0,0,0
11:16:28,0,20.7
0,0,0
0,0,0
11:16:30,0,20.7
0,0,0
0,0,0
11:16:32,0.9,20.7
0,0,0
0,0,0
11:16:34,0.883,20.7
0,0,0
0,0,0
11:16:36,0.884,20.7
0,0,0
0,0,0
11:16:38,0.886,20.7
0,0,0
0,0,0
11:16:40,0.888,20.7
0,0,0
0,0,0
11:16:42,0.89,20.7
0,0,0
0,0,0
11:16:44,0.89,20.7
0,0,0
0,0,0
11:16:46,0.89,20.7
0,0,0
0,0,0
11:16:48,0.891,20.6
0,0,0
0,0,0
11:16:50,0.892,20.6
0,0,0
0,0,0
11:16:52,0.892,20.6
0,0,0
0,0,0
11:16:54,0.893,20.6
0,0,0
0,0,0
11:16:56,0.894,20.6
0,0,0
0,0,0
11:16:58,0.894,20.6
0,0,0
0,0,0
11:17:00,0.894,20.6
0,0,0
0,0,0
11:17:02,0.895,20.6
0,0,0
0,0,0
11:17:04,0.895,20.6
0,0,0
0,0,0
11:17:06,0.895,20.6
0,0,0
0,0,0
11:17:08,0.895,20.6
0,0,0
0,0,0
11:17:10,0.895,20.6
0,0,0
0,0,0
11:17:12,0.895,20.6
0,0,0
0,0,0
11:17:14,0.896,20.6
0,0,0
0,0,0
11:17:16,0.896,20.6
0,0,0
0,0,0
11:17:18,0.896,20.6
0,0,0
0,0,0
11:17:20,0.896,20.6
0,0,0
0,0,0
11:17:22,0.896,20.6
0,0,0
0,0,0
11:17:24,0.895,20.6
0,0,0
0,0,0
11:17:26,0.895,20.6
0,0,0
0,0,0
11:17:28,0.895,20.6
0,0,0
0,0,0
11:17:30,0.895,20.6
0,0,0
0,0,0
11:17:32,0.895,20.6
0,0,0
0,0,0
11:17:34,0.896,20.6
0,0,0
0,0,0
11:17:36,0.896,20.6
0,0,0
0,0,0
11:17:38,0.896,20.6
0,0,0
0,0,0
11:17:40,0.896,20.6
0,0,0
0,0,0
11:17:42,0.896,20.6
0,0,0
0,0,0
11:17:44,0.896,20.6
0,0,0
0,0,0
11:17:46,0.896,20.6
0,0,0
0,0,0
11:17:48,0.896,20.6
0,0,0
0,0,0
11:17:50,0.896,20.6
0,0,0
0,0,0
11:17:52,0.896,20.6
0,0,0
0,0,0
11:17:54,0.896,20.6
0,0,0
0,0,0
11:17:56,0.896,20.6
0,0,0
0,0,0
11:17:58,0.896,20.6
0,0,0
0,0,0
11:18:00,0.896,20.6
0,0,0
0,0,0
11:18:02,0.896,20.6
0,0,0
0,0,0
11:18:04,0.896,20.6
0,0,0
0,0,0
11:18:06,0.896,20.6
0,0,0
0,0,0
11:18:08,0.896,20.6
0,0,0
0,0,0
11:18:10,0.896,20.6
0,0,0
0,0,0
11:18:12,0.896,20.6
0,0,0
0,0,0
11:18:14,0.896,20.6
0,0,0
0,0,0
11:18:16,0.896,20.6
0,0,0
0,0,0
11:18:18,0.896,20.6
0,0,0
0,0,0
11:18:20,0.896,20.6
0,0,0
0,0,0
11:18:22,0.896,20.6
0,0,0
0,0,0
11:18:24,0.896,20.6
0,0,0
0,0,0
11:18:26,0.896,20.6
0,0,0
0,0,0
11:18:28,0.897,20.6
0,0,0
0,0,0
11:18:30,0.897,20.6
0,0,0
0,0,0
11:18:32,0.897,20.6
0,0,0
0,0,0
11:18:34,0.897,20.6
0,0,0
0,0,0
11:18:36,0.897,20.6
0,0,0
0,0,0
11:18:38,0.897,20.6
0,0,0
0,0,0
11:18:40,0.897,20.6
0,0,0
0,0,0
11:18:42,0.897,20.6
0,0,0
0,0,0
11:18:44,0.897,20.6
0,0,0
0,0,0
11:18:46,0.897,20.6
0,0,0
0,0,0
11:18:48,0.897,20.6
0,0,0
0,0,0
11:18:50,0.897,20.6
0,0,0
0,0,0
11:18:52,0.897,20.6
0,0,0
0,0,0
11:18:54,0.897,20.6
0,0,0
0,0,0
11:18:56,0.897,20.6
0,0,0
0,0,0
11:18:58,0.897,20.6
0,0,0
0,0,0
11:19:00,0.897,20.6
0,0,0
0,0,0
11:19:02,0.897,20.6
0,0,0
0,0,0
11:19:04,0.897,20.6
0,0,0
0,0,0
11:19:06,0.897,20.6
0,0,0
0,0,0
11:19:08,0.897,20.6
0,0,0
0,0,0
11:19:10,0.897,20.6
0,0,0
0,0,0
11:19:12,0.896,20.6
0,0,0
0,0,0
11:19:14,0.896,20.6
0,0,0
0,0,0
11:19:16,0.896,20.6
0,0,0
0,0,0
11:19:18,0.896,20.6
0,0,0
0,0,0
11:19:20,0.896,20.6
0,0,0
0,0,0
11:19:22,0.896,20.6
0,0,0
0,0,0
11:19:24,0.896,20.6
0,0,0
0,0,0
11:19:26,0.896,20.6
0,0,0
0,0,0
11:19:28,0.896,20.6
0,0,0
0,0,0
11:19:30,0.896,20.6
0,0,0
0,0,0
11:19:32,0.896,20.6
0,0,0
0,0,0
11:19:34,0.897,20.6
0,0,0
0,0,0
11:19:36,0.897,20.6
0,0,0
0,0,0
11:19:38,0.897,20.6
0,0,0
0,0,0
11:19:40,0.897,20.6
0,0,0
0,0,0
11:19:42,0.896,20.6
0,0,0
0,0,0
11:19:44,0.896,20.6
0,0,0
0,0,0
11:19:46,0.896,20.6
0,0,0
0,0,0
11:19:48,0.896,20.6
0,0,0
0,0,0
11:19:50,0.897,20.6
0,0,0
0,0,0
11:19:52,0.897,20.6
0,0,0
0,0,0
11:19:54,0.896,20.6
0,0,0
0,0,0
11:19:56,0.896,20.6
0,0,0
0,0,0
11:19:58,0.896,20.6
0,0,0
0,0,0
11:20:00,0.896,20.6
0,0,0
0,0,0
11:20:02,0.896,20.6
0,0,0
0,0,0
11:20:04,0.896,20.6
0,0,0
0,0,0
11:20:06,0.896,20.6
0,0,0
0,0,0
11:20:08,0.896,20.6
0,0,0
0,0,0
11:20:10,0.896,20.6
0,0,0
0,0,0
11:20:12,0.896,20.6
0,0,0
0,0,0
11:20:14,0.896,20.6
0,0,0
0,0,0
11:20:16,0.896,20.6
0,0,0
0,0,0
11:20:18,0.896,20.6
0,0,0
0,0,0
11:20:20,0.896,20.6
0,0,0
0,0,0
11:20:22,0.896,20.6
0,0,0
0,0,0
11:20:24,0.896,20.6
0,0,0
0,0,0
11:20:26,0.896,20.6
0,0,0
0,0,0
11:20:28,0.896,20.6
0,0,0
0,0,0
11:20:30,0.896,20.6
0,0,0
0,0,0
11:20:32,0.897,20.6
0,0,0
0,0,0
11:20:34,0.897,20.6
0,0,0
0,0,0
11:20:36,0.897,20.6
0,0,0
0,0,0
11:20:38,0.897,20.6
0,0,0
0,0,0
11:20:40,0.897,20.6
0,0,0
0,0,0
11:20:42,0.897,20.6
0,0,0
0,0,0
11:20:44,0.897,20.6
0,0,0
0,0,0
11:20:46,0.897,20.6
0,0,0
0,0,0
11:20:48,0.897,20.6
0,0,0
0,0,0
11:20:50,0.897,20.6
0,0,0
0,0,0
11:20:52,0.897,20.6
0,0,0
0,0,0
11:20:54,0.897,20.6
0,0,0
0,0,0
11:20:56,0.897,20.6
0,0,0
0,0,0
11:20:58,0.897,20.6
0,0,0
0,0,0
11:21:00,0.897,20.6
0,0,0
0,0,0
11:21:02,0.897,20.6
0,0,0
0,0,0
11:21:04,0.897,20.6
0,0,0
0,0,0
11:21:06,0.897,20.6
0,0,0
0,0,0
11:21:08,0.897,20.6
0,0,0
0,0,0
11:21:10,0.897,20.6
0,0,0
0,0,0
11:21:12,0.897,20.6
0,0,0
0,0,0
11:21:14,0.897,20.6
0,0,0
0,0,0
11:21:16,0.897,20.6
0,0,0
0,0,0
11:21:18,0.897,20.6
0,0,0
0,0,0
11:21:20,0.897,20.6
0,0,0
0,0,0
11:21:22,0.897,20.6
0,0,0
0,0,0
11:21:24,0.897,20.6
0,0,0
0,0,0
11:21:26,0.897,20.6
0,0,0
0,0,0
11:21:28,0.897,20.6
0,0,0
0,0,0
11:21:30,0.897,20.6
0,0,0
0,0,0
11:21:32,0.897,20.6
0,0,0
0,0,0
11:21:34,0.897,20.6
0,0,0
0,0,0
11:21:36,0.897,20.6
0,0,0
0,0,0
11:21:38,0.897,20.6
0,0,0
0,0,0
11:21:40,0.897,20.6
0,0,0
0,0,0
11:21:42,0.897,20.6
0,0,0
0,0,0
11:21:44,0.897,20.6
0,0,0
0,0,0
11:21:46,0.897,20.6
0,0,0
0,0,0
11:21:48,0.897,20.6
0,0,0
0,0,0
11:21:50,0.897,20.6
0,0,0
0,0,0
11:21:52,0.897,20.6
0,0,0
0,0,0
11:21:54,0.897,20.6
0,0,0
0,0,0
11:21:56,0.897,20.6
0,0,0
0,0,0
11:21:58,0.897,20.6
0,0,0
0,0,0
11:22:00,0.897,20.6
0,0,0
0,0,0
11:22:02,0.896,20.6
0,0,0
0,0,0
11:22:04,0.896,20.6
0,0,0
0,0,0
11:22:06,0.896,20.6
0,0,0
0,0,0
11:22:08,0.896,20.6
0,0,0
0,0,0
11:22:10,0.897,20.6
0,0,0
0,0,0
11:22:12,0.897,20.6
0,0,0
0,0,0
11:22:14,0.897,20.6
0,0,0
0,0,0
11:22:16,0.897,20.6
0,0,0
0,0,0
11:22:18,0.897,20.6
0,0,0
0,0,0
11:22:20,0.897,20.6
0,0,0
0,0,0
11:22:22,0.897,20.6
0,0,0
0,0,0
11:22:24,0.897,20.6
0,0,0
0,0,0
11:22:26,0.897,20.6
0,0,0
0,0,0
11:22:28,0.897,20.6
0,0,0
0,0,0
11:22:30,0.897,20.6
0,0,0
0,0,0
11:22:32,0.897,20.6
0,0,0
0,0,0
11:22:34,0.897,20.6
0,0,0
0,0,0
11:22:36,0.897,20.6
0,0,0
0,0,0
11:22:38,0.897,20.6
0,0,0
0,0,0
11:22:40,0.897,20.6
0,0,0
0,0,0
11:22:42,0.897,20.6
0,0,0
0,0,0
11:22:44,0.897,20.6
0,0,0
0,0,0
11:22:46,0.897,20.6
0,0,0
0,0,0
11:22:48,0.897,20.6
0,0,0
0,0,0
11:22:50,0.897,20.6
0,0,0
0,0,0
11:22:52,0.897,20.6
0,0,0
0,0,0
11:22:54,0.897,20.6
0,0,0
0,0,0
11:22:56,0.897,20.6
0,0,0
0,0,0
11:22:58,0.897,20.6
0,0,0
0,0,0
11:23:00,0.169,20.6
0,0,0
0,0,0
11:23:02,0,20.6
0,0,0
0,0,0
11:23:04,4.5,20.6
0,0,0
0,0,0
11:23:06,4.5,20.6
0,0,0
0,0,0
11:23:08,4.5,20.6
0,0,0
0,0,0
11:23:10,0,20.6
0,0,0
0,0,0
11:23:12,4.2,20.6
0,0,0
0,0,0
11:23:14,4.1,20.5
0,0,0
0,0,0
11:23:16,4.1,20.6
0,0,0
0,0,0
11:23:18,4,20.6
0,0,0
0,0,0
11:23:20,3.9,20.6
0,0,0
0,0,0
11:23:22,3.9,20.6
0,0,0
0,0,0
11:23:24,3.9,20.6
0,0,0
0,0,0
11:23:26,3.9,20.6
0,0,0
0,0,0
11:23:28,4,20.6
0,0,0
0,0,0
11:23:30,4,20.6
0,0,0
0,0,0
11:23:32,4,20.6
0,0,0
0,0,0
11:23:34,4.1,20.6
0,0,0
0,0,0
11:23:36,4.1,20.6
0,0,0
0,0,0
11:23:38,4.1,20.6
0,0,0
0,0,0
11:23:40,4.1,20.6
0,0,0
0,0,0
11:23:42,4.1,20.6
0,0,0
0,0,0
11:23:44,4.1,20.6
0,0,0
0,0,0
11:23:46,4.1,20.6
0,0,0
0,0,0
11:23:48,4.2,20.6
0,0,0
0,0,0
11:23:50,4.2,20.6
0,0,0
0,0,0
11:23:52,4.2,20.6
0,0,0
0,0,0
11:23:54,4.2,20.6
0,0,0
0,0,0
11:23:56,4.2,20.6
0,0,0
0,0,0
11:23:58,4.2,20.6
0,0,0
0,0,0
11:24:00,4.2,20.6
0,0,0
0,0,0
11:24:02,4.2,20.6
0,0,0
0,0,0
11:24:04,4.2,20.6
0,0,0
0,0,0
11:24:06,4.2,20.6
0,0,0
0,0,0
11:24:08,4.2,20.6
0,0,0
0,0,0
11:24:10,4.3,20.6
0,0,0
0,0,0
11:24:12,4.2,20.6
0,0,0
0,0,0
11:24:14,4.2,20.6
0,0,0
0,0,0
11:24:16,4.2,20.6
0,0,0
0,0,0
11:24:18,4.2,20.6
0,0,0
0,0,0
11:24:20,4.2,20.6
0,0,0
0,0,0
11:24:22,4.2,20.6
0,0,0
0,0,0
11:24:24,4.3,20.6
0,0,0
0,0,0
11:24:26,4.2,20.6
0,0,0
0,0,0
11:24:28,4.2,20.6
0,0,0
0,0,0
11:24:30,4.2,20.6
0,0,0
0,0,0
11:24:32,4.2,20.6
0,0,0
0,0,0
11:24:34,4.2,20.6
0,0,0
0,0,0
11:24:36,4.2,20.6
0,0,0
0,0,0
11:24:38,4.2,20.6
0,0,0
0,0,0
11:24:40,4.2,20.6
0,0,0
0,0,0
11:24:42,4.2,20.6
0,0,0
0,0,0
11:24:44,4.2,20.6
0,0,0
0,0,0
11:24:46,4.2,20.6
0,0,0
0,0,0
11:24:48,4.2,20.6
0,0,0
0,0,0
11:24:50,4.2,20.6
0,0,0
0,0,0
11:24:52,4.2,20.6
0,0,0
0,0,0
11:24:54,4.2,20.6
0,0,0
0,0,0
11:24:56,4.2,20.6
0,0,0
0,0,0
11:24:58,4.2,20.6
0,0,0
0,0,0
11:25:00,4.2,20.6
0,0,0
0,0,0
11:25:02,4.2,20.6
0,0,0
0,0,0
11:25:04,4.2,20.6
0,0,0
0,0,0
11:25:06,4.2,20.6
0,0,0
0,0,0
11:25:08,4.2,20.6
0,0,0
0,0,0
11:25:10,4.2,20.6
0,0,0
0,0,0
11:25:12,4.2,20.6
0,0,0
0,0,0
11:25:14,4.2,20.6
0,0,0
0,0,0
11:25:16,4.2,20.6
0,0,0
0,0,0
11:25:18,4.2,20.6
0,0,0
0,0,0
11:25:20,4.2,20.6
0,0,0
0,0,0
11:25:22,4.2,20.6
0,0,0
0,0,0
11:25:24,4.2,20.6
0,0,0
0,0,0
11:25:26,4.2,20.6
0,0,0
0,0,0
11:25:28,4.2,20.6
0,0,0
0,0,0
11:25:30,4.2,20.6
0,0,0
0,0,0
11:25:32,4.2,20.6
0,0,0
0,0,0
11:25:34,4.2,20.6
0,0,0
0,0,0
11:25:36,4.2,20.6
0,0,0
0,0,0
11:25:38,4.2,20.6
0,0,0
0,0,0
11:25:40,4.2,20.6
0,0,0
0,0,0
11:25:42,4.2,20.6
0,0,0
0,0,0
11:25:44,4.2,20.6
0,0,0
0,0,0
11:25:46,4.2,20.6
0,0,0
0,0,0
11:25:48,4.2,20.6
0,0,0
0,0,0
11:25:50,4.2,20.6
0,0,0
0,0,0
11:25:52,4.2,20.6
0,0,0
0,0,0
11:25:54,4.2,20.6
0,0,0
0,0,0
11:25:56,4.2,20.6
0,0,0
0,0,0
11:25:58,4.2,20.6
0,0,0
0,0,0
11:26:00,4.2,20.7
0,0,0
0,0,0
11:26:02,4.2,20.6
0,0,0
0,0,0
11:26:04,4.2,20.6
0,0,0
0,0,0
11:26:06,4.2,20.6
0,0,0
0,0,0
11:26:08,4.2,20.6
0,0,0
0,0,0
11:26:10,4.2,20.6
0,0,0
0,0,0
11:26:12,4.2,20.6
0,0,0
0,0,0
11:26:14,4.2,20.6
0,0,0
0,0,0
11:26:16,4.2,20.6
0,0,0
0,0,0
11:26:18,4.2,20.6
0,0,0
0,0,0
11:26:20,4.2,20.6
0,0,0
0,0,0
11:26:22,4.2,20.6
0,0,0
0,0,0
11:26:24,4.2,20.7
0,0,0
0,0,0
11:26:26,4.2,20.6
0,0,0
0,0,0
11:26:28,4.2,20.6
0,0,0
0,0,0
11:26:30,4.2,20.6
0,0,0
0,0,0
11:26:32,4.3,20.6
0,0,0
0,0,0
11:26:34,4.3,20.6
0,0,0
0,0,0
11:26:36,4.3,20.6
0,0,0
0,0,0
11:26:38,4.3,20.6
0,0,0
0,0,0
11:26:40,4.3,20.6
0,0,0
0,0,0
11:26:42,4.3,20.7
0,0,0
0,0,0
11:26:44,4.3,20.6
0,0,0
0,0,0
11:26:46,4.3,20.6
0,0,0
0,0,0
11:26:48,4.3,20.7
0,0,0
0,0,0
11:26:50,4.2,20.7
0,0,0
0,0,0
11:26:52,4.2,20.6
0,0,0
0,0,0
11:26:54,4.2,20.6
0,0,0
0,0,0
11:26:56,4.2,20.6
0,0,0
0,0,0
11:26:58,4.2,20.6
0,0,0
0,0,0
11:27:00,4.3,20.6
0,0,0
0,0,0
11:27:02,4.3,20.7
0,0,0
0,0,0
11:27:04,4.3,20.6
0,0,0
0,0,0
11:27:06,4.3,20.6
0,0,0
0,0,0
11:27:08,4.3,20.6
0,0,0
0,0,0
11:27:10,4.3,20.6
0,0,0
0,0,0
11:27:12,4.3,20.7
0,0,0
0,0,0
11:27:14,4.3,20.6
0,0,0
0,0,0
11:27:16,4.3,20.6
0,0,0
0,0,0
11:27:18,4.3,20.7
0,0,0
0,0,0
11:27:20,4.3,20.7
0,0,0
0,0,0
11:27:22,4.3,20.7
0,0,0
0,0,0
11:27:24,4.3,20.6
0,0,0
0,0,0
11:27:26,4.3,20.7
0,0,0
0,0,0
11:27:28,4.3,20.6
0,0,0
0,0,0
11:27:30,4.3,20.6
0,0,0
0,0,0
11:27:32,4.3,20.6
0,0,0
0,0,0
11:27:34,4.3,20.6
0,0,0
0,0,0
11:27:36,4.3,20.7
0,0,0
0,0,0
11:27:38,4.3,20.7
0,0,0
0,0,0
11:27:40,4.3,20.7
0,0,0
0,0,0
11:27:42,4.3,20.7
0,0,0
0,0,0
11:27:44,4.3,20.7
0,0,0
0,0,0
11:27:46,4.3,20.7
0,0,0
0,0,0
11:27:48,4.3,20.7
0,0,0
0,0,0
11:27:50,4.3,20.6
0,0,0
0,0,0
11:27:52,4.3,20.6
0,0,0
0,0,0
11:27:54,4.3,20.7
0,0,0
0,0,0
11:27:56,4.3,20.6
0,0,0
0,0,0
11:27:58,4.3,20.7
0,0,0
0,0,0
11:28:00,4.3,20.7
0,0,0
0,0,0
11:28:02,4.3,20.6
0,0,0
0,0,0
11:28:04,4.3,20.6
0,0,0
0,0,0
11:28:06,4.3,20.7
0,0,0
0,0,0
11:28:08,4.3,20.7
0,0,0
0,0,0
11:28:10,4.3,20.7
0,0,0
0,0,0
11:28:12,4.3,20.6
0,0,0
0,0,0
11:28:14,4.3,20.7
0,0,0
0,0,0
11:28:16,4.3,20.7
0,0,0
0,0,0
11:28:18,4.3,20.7
0,0,0
0,0,0
11:28:20,4.3,20.7
0,0,0
0,0,0
11:28:22,4.3,20.7
0,0,0
0,0,0
11:28:24,4.3,20.7
0,0,0
0,0,0
11:28:26,4.3,20.7
0,0,0
0,0,0
11:28:28,4.3,20.7
0,0,0
0,0,0
11:28:30,4.3,20.6
0,0,0
0,0,0
